52	1	"Dear @CAPS1 of society I am writing this letter to you to explain the many benefits towards computers. My first reason will explain the many ways computers help you @CAPS2 beleive that people using computers is a very good idea. They beleive this because computers make you really focus and pay attention. This gives you really great eye sight and amazing hand eye cordonation. A important ability that computers have is they are able to teach you about far away places depending on were you live. The reason people would probobility want to visit one of these places on a website would probobility be for vacational purposes. My third reason to why I feel we should keep computers is. There is a lot of websites you can join so that you can speak to your friends as long as there online. IAM, @CAPS3, @CAPS4 exc. These are all great uses for computers. Also people who own a well paying email system on these computer that tells them who wants to sell a piece of machinary, or anything that involves buisness ethics. Now you know my three very important reasons to why computers are a great way to get hand eye cordonation. A great way to learn about other states. And so you can talk to friends and have a email for buisness purposes. I hope you have enjoyed reading this and hope to see you on my side toward this topic."	3	4		7																					
57	1	"in @DATE1 has become far more advanced. Computers are one of the most futiristic objects. The computer is good for connecting to people around the world. However, computers have bad effects on people's lives. Children are taking time out of their homework to go on the computer, citizens are gaining weight, and children are being kidnapped. School is very important and valuable if you want to suceed in life. However, computers have made it difficult for students to concentrat on their homework. This is a horrible habbit and a bad effect on students every where. Students grades will suffer and will not obtain class credits if this problem is not mentioned. Obesity is a huge problem in @LOCATION1, five out of every ten @CAPS1 are either overweight or obese. This can lead to death. The problem is that people are spending hours on the computer each day. Most of that time can be used to exercise. Exercising can be an important benefit to someone's life. If this problem is not addressed millions of americans will be overweight, @CAPS2 is a very serious and dangerous topic. Every month dozend of kids are kidnapped. Since the internet was invented there is a twenty percent increase rate of kids missing children will go on poppular networking websites such as @CAPS3, @CAPS4, and twitter and give out their important information. Pedophiles use the internet to trick children in to giving their address. This problem needs to stop and be addressed by the police. Everyday, more and more people use computers. Compuers have good and bad effects on peoples lives. The bad effects are very serious and dangerous. How would you feel if your child fails school, gains weight, or gets kidnapped because of the computer?"	5	4		9																					
63	1	"Dear local newspaper, I think that computers have a good effect on people. They are good because you can learn things educational. You can hear the latest stories on everything, and you can keep your information down for yourself. Computers are a good thing to have because you can learn information. @CAPS1 you have a question or don't know what something means, you can find out on the internet. These are some internet sources that are @NUM1 to answer questions. @CAPS1 we didnt have computers, then @CAPS1 you have a question, then you would have to go find a book to read in and that takes much more work. Another reason why computers are a good things is because you can catch up on all of the recent stories. You can learn about whats happenings in other parts of the world, you can learn things about celebrities, and you can look at the weather. You can find all this cut on television, but you never knows when it would come on. With computers, you can search all the latest stories and find things cut when you want to know them. With Computers, you can also keep information down. You could use @ORGANIZATION1 and keep everything you need to know in a nice and fashion. You can also make graphs on the computer. This way your graphs will nice have alright time and @CAPS1 you would to go information that in a @CAPS1 there were no computers then your information would not be as and you can it. I believe that computers are a good thing to have because you can hear about the latest stories, and you can keep your own information neat. I believe computers positive effect in people."	4	4		8																					
74	1	"I believe that computers have good effects on people. Computers allow people to stay in touch with long distance friends or family. Computers have games for kids that help them learn, and, also, people learn new things, too. My first reason is that, computers allow people to stay in touch. If someone in their family live long distance then they could always use e-mails to talk. That way they wont lose each other. Also, sometimes, friends move away and you always want to keep in touch. Another thing is that, if they want to send photos to each other, they can use e-mail. Also, because, thru an mail takes forever. Please, let the people stay in touch! My second reason is that, computers has games kids play. The games kids play could help them learn more. Sometimes watching t.v. don't help. If they acutually play the game and see what their doing, then they will got smarter. That's what we want for our kids, right? Also, kids have fun playing these games. Do you really want to take the learning experience away? My third reason is, computers help people learn new things. Like, they could go on the computer and learn what's happening in the world. People can learn new words they never knew about. Also, pictures on the computer help, too. For example, if someone is traveling somewhere, and they don't know how the price. They can get on the computer and check it out, right? So, in conclusion, I believe that computers are good use. They help people stay in touch, help kids learn by playing games and help people learn new things about the world and more. So, I'm saying, please, keep the computers. They are not a waste of our time. Turst me!"	4	3		7																					
79	1	"Computers have caused many people money, friends and time. In fact, since that the computers came out this year, lots of people has been spending web to much time of them. Which can cause people to loose time and friends. Computers and technology today have had a very influence on very many people. Spending too much time on computers can cause to loose time and money. For example, my oldest brother was very large at the age of @NUM1 or @NUM2 because our computer started working, but this had a positive impact on him, he started participating in sports such as basketball and lacrosse and that he was very at them and followed lacrosse through highschool. While doing this he and saves my parents money. This is @CAPS1 reason how computers have had a negative effect on people. The new technology has caused people to loose lots of time when they could be doing other things that would them in life. For example, many people in the @LOCATION1 have half of their day to computers, and not getting the exercise of this are video games of the day on computers. This is @CAPS1 affect that computers can have on people is loosing or with friends. For example, I used to be friends a person, but then he did not talk to me for almost the entire @DATE1 because he was always on the computer, which made me think that he did not want to be friends but actually he just deleted almost all of the the @DATE1 to the computer. Since this helped I have been over to his house about @NUM3 times this year as to every @DATE2. This is @CAPS1 way computers can change your life. The time has come to decide whether to have a computer or not to have in computers. In my mind I that it would be best for everyone if we did not have the on computers, but if you do that we should have the an computers than put a certain time wait on computers. In your so you and your family members don't loose time, exercise time, or friends. Overall, I think that it would be best for everyone if we had a time on computers to the whole day on them."	5	5		10																					
82	1	"Do you remember the last time you locked something up on the computer? Many people use Computers, but not everyone agrees that this benefits society. Those who support a trances in technology believe that computer have a positive effect on people. I support computers because they help with writing, locking up information and provide communication. One reason I support computers is because they help with writing. You can tell I do not have the greatest hand writing. To help this, I type almost all of my papers. Computers can also help people with spelling and gramar. There are even systems now that let you say something and @CAPS1 will appear on the screen. This is just one reason I support computers. Next, computers are benifical because of the information they can provide. ""before computers you would need to go to the libary and find around ten books that might not even have what your looking for. Now you can find hundreds of articals on any topic in minutes. The amount of information out there is un imageinable. I think computers are a great of technology because of the information they can provide. Finally, I believe computer are a benifit to us because of comunication. One term of communication that came out recently is @CAPS2. @CAPS1 is a website that let's you sent messages to a friend, share picture, videos and many more things. E-mail let's you send letters to people via internet instantly. I could go on forever about forms of comunication on the internet. This is the last reason I support computers. Computers are a great benifit to society. They help with writing, communication, and everyone could benifit form computers."	4	4		8																					
84	1	I think computers help people out because you can learn about at here thing like @CAPS1 you want a job you can look it up in the computers. Also @CAPS1 you have a problem they will help you out. @CAPS1 you what to go some where you could go and be on the computer and look how it is and @CAPS1 you like it you could go @CAPS1 not look some where else you what to go. I think it a great thing @CAPS1 you look for people in the computer because you could talk to them and see them it realy cool. You can look for coltures in your computer what you want to learn. Like @CAPS1 you have a favert person you what to know about you can look it up in the computer and she videos or you can look up different sites it really cool. There games you can play online there alot of game and fun game learning games. Math game science game different games you what. Also you can us othere people that are planing the game game as you. It realy cool. I think the computer isn't bad for people computer help them a lot.	3	3		6																					
88	1	"Dear Newspaper, ""@CAPS1 no!' I forgot the deffinition to this homework problem and I don’t have my notes. Now, in this situation a computer would be very helpful to just type in the word and get a whole bunch of results. This is why I believe having access to a computer at all times is very helpfull because you can find information that you've been needing. You can get in touch with a friend if you need to or just to talk to lostly if you are just sitting around and having nothing to do you can just go on the computer and discover things you @MONTH1 not have known. Having access to a computer is a real and very helpfull because if your just having a conversation with someone and you forget a name of an important fact you want to tell them, you can always just look it up. For me, a lot of the times I just need information about maybe a sports player of facts about a famous event. Since our technology is so up to date the computer is right there sitting with many of the helpfull facts we would like to know. Friends are a big part of my life and I love just to talk to them and see how they are doing. Again, our technology is so advanced now that there is a bunch of websites where we can talk and see how we are doing. A big reason why being able to talk to friends and family is helpful is for taking to people that are very far away and the ones you dont normally see. On a computer you can talk to people from not only all over the @CAPS2.S.A but even in other countrys! Finally, the times I find having a computer around me most helpfull is when I am just bored with nothing to do! I can just visit a whole bunch of educational websites on things I @MONTH1 have learned in school or wanted to learn. On the internet there are many things to keep you occupied like games or ou can even watch movies from your home onto the computer! If you have a computer around your house you should not be bored because there is many things you can be doing or even learning! Having a computer around your house is so helpfull, you can have fun but your even learning how to be good with technology at the same time. Computers are the future and its a good one. So I suggest you pick one up and just have a blast, you wont be sorry."	4	5		9																					
89	1	"Computers do benefit are society. They have changed the world alot. You can do many things on the internet. On the computer, you can chat with people everywhere. The computer helps the world. These are ways how computers do benefit our society. There are many things you can do on the internet. You can play games with people. You can talk to people on certain websites. You can look up vaction spots. If your tired of being home, then just go on the internet. These are things you can do on the internet. On the computer, there are many settings. Out of all of them, chatting is the best. You can be playing a game and still chat. If you chatting with someone, you can still chat with another person. You can chat with people from across the world. This is why chatting is the best setting. Computer helps the world in many ways. It helps kids if they need to research something. It helps the cops catch the bad people. The computer helps parents get from their children by vaction ads. This is has the computer helps the world. The computer does benifit our society. It has change the world. You can do many things on it. On the computer, you can chat with people from anywhere. The computer helps the world everyday. This is how the computer benifits our society."	3	3		6																					
91	1	"Dear Newspaper, I think computers are great. There really helpful. They can teach us about things. Also they have fun games and websites which is always a plus. Computers are helpful in lots of things, like if you need to look something up for school you can just easily go on the computer and find it also some teachers have websites now where insted of bringing a big social studies book home, you can go on the internet and use the online book. Did you know that @PERCENT1 of @CAPS1 students rather use the internet book then taking the actual one home. Also if you forgot to write down your homework theres a website to lookup all the homework you have. Also computers can teach us things. There are websites that have math games and school related things. Also you can easilly go on google and look up things and they can give you thousands of information. Lastly the internet is a good source for fun they have millions of games on the internet and also fun websites like facebook. Did you know @PERCENT2 of @CAPS1 students use the computer for the games and online talking. This also gives kids lots of things to do on a rainy day. So weither your using the internet for it's helpfulness its resources, or just for the fun games and websites. Computers are really helpful."	4	4		8																					
95	1	"Although some people believe that computers turn us children into zombies, I believe that they effect us in a posotive way. Computers can help us explore far away places that we @MONTH1 never go to. Maybe help us connect with an old friend or just a little help on homeworks. One reason why I think computers are only helping us is they help us explore othe places. I know for a fact that every kid dreams of a place that they would love to visit. But not at all of us can afford to travel far away. Most families however, do have computers. With these computers, kids with a parents permission, can use the internet to learn tons of cool facts about their place. ""I have always wanted to go to @LOCATION1 but my parents just don't have the proper incomg"" said @PERSON1 of @CAPS1-@CAPS2 @CAPS3 school @CAPS4 I used my @CAPS6 and the internet to discover. HUNDREDS of amazing facts on it."" @CAPS4 as you can see computers can help people realize their dreams. Another reason why I think computers are good is they help you connect with friends. If you are like me, you like to talk to your friends. A @CAPS5! But sometimes they are too far away to call if you don't want to pay for it. A solution a new wonderful machine called. The @CAPS6! You can chat long distances without being for it. This is especially good for me because not too long ago, one of my best friends moved away to @LOCATION2. I thoughy I would never talk to him again. Then I learned about @CAPS7 @CAPS8. It allows you to talk whenever you want, whenever you want! Now, me and my friend can stay in touch and @CAPS4 can you! My finale reason as to why I think computers are good is they can help you on homework too. Even have a tricky math problem you couldn't figure out? How about the capital of a state that visit, slipped your mined? Well the @CAPS6 can solve both of those problems and more! @PERCENT1 of computers these days come with soft wear in them that comes with a calculator. For the other @PERCENT1 you can download and install softwear onto your @CAPS6 for a low price. And every @CAPS6 made in this world has internet capabilities. All's you need to do is it on and get ready for a ride! @CAPS4 don'y worry about too much @CAPS6 use, because computers can only help us not hurt us. @CAPS4 remember, computers help us live our dreams to the full extent. they also help us connect with no another, and help us excel in school. @CAPS4 get on, and get goin. Have you used your @CAPS6 today?"	5	5		10																					
100	1	"Dear local newspaper, @CAPS1 you know how long you go on the computer for? Well get up and go outside. Thats one of my reasons why I think people spend to much time on it my other reason is your eyesit can go bad. Its a nice sunny day dont wast your time on the computer! Go outside! All, kids @CAPS1 is sit on the computer all day not getting exercis. Did you know @NUM1 out of @NUM2 kids that sit on the computers all day gain at least @NUM3? @PERSON1 told me that. I mean I believe him because its true kids dont get up.There missing a nice day out would you wanna miss a nice sunny day? My finall reason is kids eyesight can go bad. I mean having them stare at a screen all day, thats bad. @PERSON1 told me if your on the computer for @NUM4 hours on the computer for @NUM4 hours straight your eyes can get worst. I remember a tiny when I was on the computer for @NUM4 1/@NUM4 hours my eyes were killing me everything I blink. I know the computer is fun playing games, talking to friends but you should take a break and @CAPS1 something ples. In conclusion just go outside and have fun! @CAPS1 you want to wast a nice sunny day by staying in doors hurting your eyes? I know I @CAPS1!"	3	4		7																					
105	1	"Computers are used world wide everyday, and most of the time @CAPS2 is used for a good reason. Computers help out by making @CAPS2 possible to get all the info you want, like for a trip. @CAPS1 you wanted to go to a close but fancy restaurant you @MONTH1 use a computer so you know how far. Computers also help out, making @CAPS2 possible to talk to friends that you haven't seen for years. @CAPS2 is also great way to meet new people. Let's say you are really stressed at work or school and you forget your book, you can usually bring @CAPS2 up on the computer and do @CAPS2 there. First, computers help out with traveling, sight seeing and lots more. When you travel, dont you want to know everything? And the biggest detail you want to know is the cost and the computer can usually give you a close to exact price for everything. Now that help's out a bunch when your traveling the world. And also when your site seeing you usually want to find either the most amazing or romantic spot were you are. And @CAPS1 you type in ""the most romantic spot in somers"" @CAPS2 should come up with a bunch of spots. So dont drive to miles just to get a map or brochure, use your computer and print one off. Second, @CAPS1 there was a friend you haven't seen in years and you want to talk, you can go on the computer. The computer helps in so many ways @CAPS2 could even tell you were this person lives and you could surprise visit him/her. When your on the computer, you can even meet new friends and have conversations with them. and even meet them someday. And @CAPS1 you and that new friend get along then mabey you and that person could be best friends. So @CAPS1 you haven't seen or talked to someone in a while that you knew use the computer to have a chat. Third, say your teacher or boss yelled at you today and no one has been nice to you all day and you forget your homework book or paperwork. Were do you go? the computer, @CAPS2 can bring most any paper work or work book you need to get the job done. @CAPS1 you forgot your homework book, you dont want to get a falling grade. on this homework. So you go to your computer from there. And @CAPS1 you forgot your paper work, and @CAPS1 you didn't finish this project for work tonight you would be fired, you could just go on the computer, find the work and finish @CAPS2. Also save your job. So that why computers help out so much in this lifetime. Last, that is why in this lifetime you need computers. They help us with our vacation trips. They help with conversation with old friends we haven't seen forever. Also they help with your school and job work. At least @PERCENT1 of our population use computers every day and with out them our society would colaps/ @DATE1. So think about the decision you are making and @CAPS1 @CAPS2 will benefit our society or make our society @DATE1 to its knees."	4	5		9																					
111	1	"@CAPS1 judgment comes from expirience, and expirience comes from bad judgement, qouted from my uncle's dad. Computers haven't been around all that long for the public, so the public has little experience. Therefore, the public also lacks @CAPS1 judgement in using computers and the detrimental effects are starting to show. Computers have caused damage to people! To begin with, computers can be a @CAPS2 issue for people. In studies in @LOCATION1, @NUM1 out of @NUM2 @CAPS3 who spend their time (@NUM3 or more hours) are wearing glasses. Because of bad @CAPS2 effects the screen has on your eyes. Furthermore, computer games are made to be addicting, which causes @CAPS3 to sit in front of the computer instead of excercising. This @MONTH1 be one of the biggest causes of obesity in @LOCATION2! My little brother used to be addicted to a flying game, and he sat in front of it for hours every day and started to get fat. As soon as he stopped playing it and going outside more he immediatly started to lose fat. Therefore, people need to move around more instead of sitting in front of the computer. To continue, my second argument is about detrimental effects computers have on the enviroment. First, computers need electricity to run. That electricity comes from power plants. Over @PERCENT1 of @LOCATION2's powerplants are coal, petroleum, or natural gas based. When people turn on the computer because they are bored, it wastes electricity that doesn't need to be used. Furthermore, scientists suspect humans are now a major cause of global warming. It is common sense that those powerplants burn their respective fuels to create electricity. In other words there is a definite connection between computers and global warming. Also, the powerplants release pollutants into the air that can eventually cause acid rain. To end with, my last argument is about people's skills. In a school survey, @CAPS3 who used their computers for more than @NUM4 hours per day didn't know how to cook or how to even light a match! There is a definite connection between the two as most people just put something in the microwave to eat to be able to go back to the computers as fast as possible. The matches are lit by parents to light fires or candles, But what happens when a natural disaster strikes like in @LOCATION3 or @LOCATION4? How will @CAPS3 be able to fend for themselves? The only way to cook would be with fire. There wouldn't be microwaves to cook canned food with. Furthermore, how would @CAPS3 be able to even start a fire without @CAPS4 how to light a match? Evidently excessive computer use could have very detrimental effects in a natural disaster, even to adults, so we need to stop it! Do you want @LOCATION2 to be thought of as @CAPS5 and @CAPS6? Should the enviroment, our only home, suffer because of a few bored people? How will we handle a major natural disaster? In conclusion, people are spending too much time on their computers, and they need to stop! People are becoming @CAPS6, @CAPS7 the environment, and losing important life skills. We need to all come together and cooperate to keep people healthy, to retain our life skills, but most importantly ssave our one and only beautiful @LOCATION5."	6	5		11																					
